ENSID	HGNC	PMID Gene-disease	Disease OMIM ID	Disease name	PMID Disease
ENSG00000132646	PCNA	24911150	615919	Ataxia-telangiectasia-like disorder	24911150
ENSG00000181541	MAB21L2	24906020	615877	"Microphthalmia, syndromic 14"	24906020
ENSG00000138829	FBN2	24899048	616118	"Macular degeneration, early-onset"	24899048
ENSG00000176887	SOX11	24886874	615866	"Mental retardation, autosomal dominant, 27"	24886874
ENSG00000011143	MKS1	24886560	617121	Joubert syndrome 28 	24886560
ENSG00000173588	CEP83	24882706	615862	Nephronophthisis 18 	24882706
ENSG00000171793	CTPS1	24870241	615897	Immunodeficiency 24	24870241
ENSG00000066629	EML1	24859200	600348	Band heterotopia 	24859200
ENSG00000178522	AMBN	24858907	616270	"Amelogenesis imperfecta, type IF"	24858907
ENSG00000143337	TOR1AIP1	24856141	617072	"Muscular dystrophy, limb-girdle, type 2Y"	24856141
ENSG00000079435	LIPE	24848981	615980	"Lipodystrophy, familial partial, type 6"	24848981
ENSG00000143374	TARS2	24827421	615918	Combined oxidative phosphorylation deficiency 21	24827421
ENSG00000105204	DYRK1B	24827035	615812	Abdominal obesity-metabolic syndrome 3	24827035
ENSG00000174010	KLHL15	24817631	300982	"Mental retardation, X-linked 103"	24817631
ENSG00000213853	EMP2	24814193	615861	"Nephrotic syndrome, type 10"	24814193
ENSG00000116641	DOCK7	24814191	615859	"Epileptic encephalopathy, early infantile, 23"	24814191
ENSG00000090889	KIF4A	24812067	300923	"Mental retardation, X-linked 100"	24812067
ENSG00000124608	AARS2	24808023	615889	"Leukoencephalopathy, progressive, with ovarian failure"	24808023
ENSG00000126705	AHDC1	24791903	615829	Xia-Gibbs syndrome 	24791903
ENSG00000119685	TTLL5	24791901	615860	Cone-rod dystrophy 19	24791901
ENSG00000197121	PGAP1	24784135	615802	"Mental retardation, autosomal recessive 42"	24784135
ENSG00000131504	DIAPH1	24781755	616632	"Seizures, cortical blindness, microcephaly syndrome"	24781755
ENSG00000113643	RARS	24777941	616140	"Leukodystrophy, hypomyelinating, 9"	24777941
ENSG00000132155	RAF1	24777450	615916	"Cardiomyopathy, dilated, 1NN"	24777450
ENSG00000119535	CSF3R	24753537	617014	"Neutropenia, severe congenital, 7, autosomal recessive"	24753537
ENSG00000138778	CENPE	24748105	616051	"Microcephaly 13, primary, autosomal recessive"	24748105
ENSG00000164588	HCN1	24747641	615871	"Epileptic encephalopathy, early infantile, 24"	24747641
ENSG00000152669	CCNO	24747639	615872	"Ciliary dyskinesia, primary, 29"	24747639
ENSG00000138684	IL21	24746753	615767	"Immunodeficiency, common variable, 11"	24746753
ENSG00000151491	EPS8	24741995	615974	"Deafness, autosomal recessive 102"	24741995
ENSG00000162065	TBC1D24	24729547	616044	"Deafness, autosomal dominant 65"	24729547
ENSG00000162065	TBC1D24	24729539	616044	"Deafness, autosomal dominant 65"	24729539
ENSG00000137267	TUBB2A	24702957	615763	"Cortical dysplasia, complex, with other brain malformations 5"	24702957
ENSG00000146648	EGFR	24691054	616069	"?Inflammatory skin and bowel disease, neonatal, 2"	24691054
ENSG00000088970	KIZ	24680887	615780	Retinitis pigmentosa 69 	24680887
ENSG00000011426	ANLN	24676636	616032	Focal segmental glomerulosclerosis 8	24676636
ENSG00000075891	PAX2	24676634	616002	"Glomerulosclerosis, focal segmental, 7"	24676634
ENSG00000013293	SLC7A14	24670872	615725	Retinitis pigmentosa 68 	24670872
ENSG00000149506	ZP1	24670168	615774	Oocyte maturation defect 1 	24670168
ENSG00000111802	TDP2	24658003	616949	"Spinocerebellar ataxia, autosomal recessive 23"	24658003
ENSG00000172053	QARS	24656866	615760	"Microcephaly, progressive, seizures, and cerebral and cerebellar atrophy"	24656866
ENSG00000022355	GABRA1	24623842	615744	"Epileptic encephalopathy, early infantile, 19"	24623842
ENSG00000103264	FBXO31	24623383	615979	"Mental retardation, autosomal recessive 45"	24623383
ENSG00000204928	GRXCR2	24619944	615837	"Deafness, autosomal recessive 101"	24619944
ENSG00000119772	DNMT3A	24614070	615879	Tatton-Brown-Rahman syndrome	24614070
ENSG00000162669	HFM1	24597873	615724	Premature ovarian failure 9	24597873
ENSG00000164116	GUCY1A3	24581742	615750	Moyamoya 6 with achalasia	24581742
ENSG00000093072	ADA2	24552284	615688	"Polyarteritis nodosa, childhood-onset"	24552284
ENSG00000169946	ZFPM2	24549039	616067	46XY sex reversal 9	24549039
ENSG00000205336	ADGRG1	24531968	615752	"Polymicrogyria, bilateral perisylvian"	24531968
ENSG00000101126	ADNP	24531329	615873	Helsmoortel-van der Aa syndrome 	24531329
ENSG00000174990	CA5A	24530203	615751	Hyperammonemia due to carbonic anhydrase VA deficiency	24530203
ENSG00000182150	ERCC6L2	24507776	615715	Bone marrow failure syndrome 2	24507776
ENSG00000181038	METTL23	24501276	615942	"Mental retardation, autosomal recessive 44"	24501276
ENSG00000105695	MAG	24482476	616680	"Spastic paraplegia 75, autosomal recessive"	24482476
ENSG00000107566	ERLIN1	24482476	615681	Spastic paraplegia 62	24482476
ENSG00000116337	AMPD2	24482476	615686	Spastic paraplegia 63	24482476
ENSG00000138185	ENTPD1	24482476	615683	"Spastic paraplegia 64, autosomal recessive"	24482476
ENSG00000170540	ARL6IP1	24482476	615685	Spastic paraplegia 61	24482476
ENSG00000175745	NR2F1	24462372	615722	Bosch-Boonstra-Schaaf optic atrophy syndrome	24462372
ENSG00000184743	ATL3	24459106	615632	"Neuropathy, hereditary sensory, type IF"	24459106
ENSG00000141384	TAF4B	24431330	615841	Spermatogenic failure 13	24431330
ENSG00000141497	ZMYND15	24431330	615842	Spermatogenic failure 14	24431330
ENSG00000136875	PRPF4	24419317	615922	Retinitis pigmentosa 70	24419317
ENSG00000089818	NECAP1	24399846	615833	"Epileptic encephalopathy, early infantile"	24399846
ENSG00000119878	CRIPT	24389050	615789	Short stature with microcephaly and distinctive facies	24389050
ENSG00000132563	REEP2	24388663	615625	"Spastic paraplegia 72, autosomal dominant"	24388663
ENSG00000132563	REEP2	24388663	615625	"Spastic paraplegia 72, autosomal recessive"	24388663
ENSG00000137288	UQCC2	24385928	615824	"Mitochondrial complex III deficiency, nuclear type 7"	24385928
ENSG00000277161	PIGW	24367057	616025	Hyperphosphatasia with mental retardation syndrome 5	24367057
ENSG00000068120	COASY	24360804	615643	Neurodegeneration with brain iron accumulation 6	24360804
ENSG00000144182	LIPT1	24341803	616299	Lipoyltransferase 1 deficiency 	24341803
ENSG00000103266	STUB1	24312598	615768	"Spinocerebellar ataxia, autosomal recessive "	24312598
ENSG00000115221	ITGB6	24305999	616221	"Amelogenesis imperfecta, type IH"	24305999
ENSG00000273079	GRIN2B	24272827	616139	"Epileptic encephalopathy, early infantile"	24272827
ENSG00000123815	COQ8B	24270420	615573	"Nephrotic syndrome, type 9"	24270420
ENSG00000239474	KLHL41	24268659	615731	Nemaline myopathy 9 	24268659
ENSG00000174007	CEP19	24268657	615703	Morbid obesity and spermatogenic failure	24268657
ENSG00000164458	TBXT	24253444	615709	Sacral agenesis with vertebral anomalies 	24253444
ENSG00000118162	KPTN	24239382	615637	"Mental retardation, autosomal recessive 41"	24239382
ENSG00000145331	TRMT10A	24204302	616033	"Microcephaly, short stature, and impaired glucose metabolism 1"	24204302
ENSG00000156973	PDE6D	24166846	615665	Joubert syndrome 22	24166846
ENSG00000070669	ASNS	24139043	615574	Asparagine synthetase deficiency 	24139043
ENSG00000056972	TRAF3IP2	24120361	615527	"Candidiasis, familial, 8"	24120361
ENSG00000178568	ERBB4	24119685	615515	Amyotrophic lateral sclerosis 19	24119685
ENSG00000183605	SFXN4	24119684	615578	Combined oxidative phosphorylation deficiency 18	24119684
ENSG00000166986	MARS	24103465	615486	Interstitial lung and liver disease	24103465
ENSG00000139537	CCDC65	24094744	615504	"Ciliary dyskinesia, primary"	24094744
ENSG00000159079	C21orf59	24094744	615500	"Ciliary dyskinesia, primary, 26"	24094744
ENSG00000102024	PLS3	24088043	300910	"Bone mineral density QTL18, osteoporosis"	24088043
ENSG00000130023	ERMARD	24056535	615544	Periventricular nodular heterotopia 6	24056535
ENSG00000104450	SPAG1	24055112	615505	"Ciliary dyskinesia, primary, 28"	24055112
ENSG00000115459	ELMOD3	24039609	615429	"Deafness, autosomal recessive 88"	24039609
ENSG00000168356	SCN11A	24036948	615548	"Neuropathy, hereditary sensory and autonomic, type VII"	24036948
ENSG00000144591	GMPPA	24035193	615510	"Alacrima, achalasia, and mental retardation syndrome"	24035193
ENSG00000117620	SLC35A3	24031089	615553	"Arthrogryposis, mental retardation, and seizures"	24031089
ENSG00000172379	ARNT2	24022475	615926	Webb-Dattani syndrome	24022475
ENSG00000186687	LYRM7	24014394	615838	"Mitochondrial complex III deficiency, nuclear type 8"	24014394
ENSG00000112706	IMPG1	23993198	616151	"Macular dystrophy, vitelliform, 4"	23993198
ENSG00000160188	RSPH1	23993197	615481	"Ciliary dyskinesia, primary, 24"	23993197
ENSG00000087258	GNAO1	23993195	615473	"Epileptic encephalopathy, early infantile, 17"	23993195
ENSG00000112234	FBXL4	23993193	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)	23993193
ENSG00000139537	CCDC65	23991085	615504	"Ciliary dyskinesia, primary"	23991085
ENSG00000134760	DSG1	23974871	615508	"Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE"	23974871
ENSG00000263761	GDF2	23972370	615506	"Telangiectasia, hereditary hemorrhagic, type 5"	23972370
ENSG00000041982	TNC	23936043	615629	"Deafness, autosomal dominant 56"	23936043
ENSG00000163288	GABRB1	23934111	617153	"Epileptic encephalopathy, early infantile, 45"	23934111
ENSG00000105810	CDK6	23918663	616080	"Microcephaly 12, primary, autosomal recessive"	23918663
ENSG00000157388	CACNA1D	23913001	615474	"Primary aldosteronism, seizures, and neurologic abnormalities"	23913001
ENSG00000116337	AMPD2	23911318	615809	"Pontocerebellar hypoplasia, type 9"	23911318
ENSG00000179091	CYC1	23910460	615453	"Mitochondrial complex III deficiency, nuclear type 6"	23910460
ENSG00000004838	ZMYND10	23891469	615444	"Ciliary dyskinesia, primary, 22"	23891469
ENSG00000171303	KCNK3	23883380	615344	"Pulmonary hypertension, primary, 4"	23883380
ENSG00000256061	DNAAF4	23872636	615482	"Ciliary dyskinesia, primary, 25"	23872636
ENSG00000125813	PAX1	23851939	615560	Otofaciocervical syndrome 2	23851939
ENSG00000169126	ARMC4	23849778	615451	"Ciliary dyskinesia, primary, 23"	23849778
ENSG00000102931	ARL2BP	23849777	615434	Retinitis pigmentosa with or without situs inversus	23849777
ENSG00000006744	ELAC2	23849775	615440	Combined oxidative phosphorylation deficiency 17	23849775
ENSG00000134910	STT3A	23842455	615596	"Congenital disorder of glycosylation, type Iw"	23842455
ENSG00000163527	STT3B	23842455	615597	"Congenital disorder of glycosylation, type Ix"	23842455
ENSG00000148700	ADD3	23836506	617008	"Cerebral palsy, spastic quadriplegic, 3"	23836506
ENSG00000130226	DPP6	23832105	616311	"Mental retardation, autosomal dominant 33"	23832105
ENSG00000168538	TRAPPC11	23830518	615356	"Muscular dystrophy, limb-girdle, type 2S"	23830518
ENSG00000214113	LYRM4	23814038	615595	Combined oxidative phosphorylation deficiency 19	23814038
ENSG00000168955	TM4SF20	23810381	615432	Specific language impairment 5	23810381
ENSG00000165138	ANKS6	23793029	615382	Nephronophthisis 16	23793029
ENSG00000173540	GMPPB	23768512	615350	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14"	23768512
ENSG00000173540	GMPPB	23768512	615352	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14"	23768512
ENSG00000102974	CTCF	23746550	615502	"Mental retardation, autosomal dominant "	23746550
ENSG00000157119	KLHL40	23746549	615348	"Nemaline myopathy 8, autosomal recessive"	23746549
ENSG00000157869	RAB28	23746546	615374	Cone-rod dystrophy 18	23746546
ENSG00000136631	VPS45	23738510	615285	"Neutropenia, severe congenital, 5, autosomal recessive"	23738510
ENSG00000179455	MKRN3	23738509	615346	"Precocious puberty, central, 2"	23738509
ENSG00000124155	PIGT	23733340	615399	Paroxysmal nocturnal hemoglobinuria 2	23733340
ENSG00000074181	NOTCH3	23731542	615293	"Myofibromatosis, infantile 2"	23731542
ENSG00000172175	MALT1	23727036	615468	Immunodeficiency 12 	23727036
ENSG00000111817	DSE	23704329	615539	"Ehlers-Danlos syndrome, musculocontractural type 2"	23704329
ENSG00000175084	DES	23687351	615325	"Muscular dystrophy, limb-girdle, type 2R"	23687351
ENSG00000115866	DARS	23643384	615281	Hypomyelination with brainstem and spinal cord involvement and leg spasticity	23643384
ENSG00000168477	TNXB	23620400	615963	Vesicoureteral reflux 8 	23620400
ENSG00000213638	ADAT3	23620220	615286	"Mental retardation, autosomal recessive 36"	23620220
ENSG00000133103	COG6	23606727	615328	Shaheen syndrome	23606727
ENSG00000068796	KIF2A	23603762	615411	"Cortical dysplasia, complex, with other brain malformations 3"	23603762
ENSG00000131462	TUBG1	23603762	615412	"Cortical dysplasia, complex, with other brain malformations 4"	23603762
ENSG00000152234	ATP5A1	23599390	615228	"Mitochondrial complex (ATP synthase) deficiency, nuclear type 4"	23599390
ENSG00000152234	ATP5A1	23596069	616045	Combined oxidative phosphorylation deficiency 22	23596069
ENSG00000168000	BSCL2	23564749	615924	"Encephalopathy, progressive, with or without lipodystrophy"	23564749
ENSG00000102100	SLC35A2	23561849	300896	"Congenital disorder of glycosylation, type Iim"	23561849
ENSG00000011376	LARS2	23541342	615300	Perrault syndrome 4	23541342
ENSG00000163378	EOGT	23522784	615297	Adams-Oliver syndrome 4	23522784
ENSG00000115657	ABCB6	23519333	615402	Dyschromatosis universalis hereditaria 3	23519333
ENSG00000185900	POMK	23519211	615249	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 12"	23519211
ENSG00000184144	CNTN2	23518707	615400	"Epilepsy, myoclonic, familial adult, 5"	23518707
ENSG00000163499	CRYBA2	23508780	115900	Cataract 42	23508780
ENSG00000114354	TFG	23479643	615658	"Spastic paraplegia 57, autosomal recessive"	23479643
ENSG00000091136	LAMB1	23472759	615191	Lissencephaly 5	23472759
ENSG00000181873	IBA57	23462291	615330	Multiple mitochondrial dysfunctions syndrome 3	23462291
ENSG00000135486	HNRNPA1	23455423	615426	Amyotrophic lateral sclerosis 20	23455423
ENSG00000162885	B3GALNT2	23453667	615181	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A"	23453667
ENSG00000103522	IL21R	23440042	615207	"Immunodeficiency, primary, autosomal recessive,  IL21R-related"	23440042
ENSG00000072110	ACTN1	23434115	615193	"Bleeding disorder, platelet-type, 15"	23434115
ENSG00000111752	PHC1	23418308	615414	"Microcephaly 11, primary, autosomal recessive"	23418308
ENSG00000150630	VEGFC	23410910	615907	"Lymphedema, hereditary, ID"	23410910
ENSG00000119523	ALG2	23404334	616228	"Myasthenic syndrome, congenital, 14, with tubular aggregates"	23404334
ENSG00000172339	ALG14	23404334	616227	"Myasthenic syndrome, congenital, 15, without tubular aggregates"	23404334
ENSG00000148655	LRMDA	23395477	615179	"Albinism, oculocutaneous, type VII"	23395477
ENSG00000170581	STAT2	23391734	616636	Immunodeficiency 44	23391734
ENSG00000214960	ISPD	23390185	616052	"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 7"	23390185
ENSG00000151150	ANK3	23390136	615493	"Mental retardation, autosomal recessive, 37"	23390136
ENSG00000143933	CALM2	23388215	616249	Long QT syndrome 15 	23388215
ENSG00000198668	CALM1	23388215	616247	Long QT syndrome 14	23388215
ENSG00000141431	ASXL3	23383720	615485	Bainbridge-Ropers syndrome	23383720
ENSG00000174684	B4GAT1	23359570	615287	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13"	23359570
ENSG00000140262	TCF12	23354436	615314	Craniosynostosis 3	23354436
ENSG00000138346	DNA2	23352259	615156	"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 6"	23352259
ENSG00000091592	NLRP1	23349227	615225	"Palmoplantar carcinoma, multiple self-healing"	23349227
ENSG00000181392	SYNE4	23348741	615540	"Deafness, autosomal recessive 76"	23348741
ENSG00000158321	AUTS2	23332918	615834	"Mental retardation, autosomal dominant 26"	23332918
ENSG00000188613	NANOS1	23315541	615413	Spermatogenic failure 12	23315541
ENSG00000135900	MRPL44	23315540	615395	Combined oxidative phosphorylation deficiency 16	23315540
ENSG00000101752	MIB1	23314057	615092	Left ventricular noncompaction 7 	23314057
ENSG00000125871	MGME1	23313956	615084	Mitochondrial DNA depletion syndrome 11 	23313956
ENSG00000198799	LRIG2	23313374	615112	Urofacial syndrome 2 	23313374
ENSG00000184254	ALDH1A3	23312594	615113	"Microphthalmia, isolated 8"	23312594
ENSG00000182187	CRYGB	23288985	615188	"Cataract 39, multiple types, autosomal dominant"	23288985
ENSG00000140740	UQCRC2	23281071	615160	"Mitochondrial complex III deficiency, nuclear type 5"	23281071
ENSG00000105479	CCDC114	23261303	615067	"Ciliary dyskinesia, primary"	23261303
ENSG00000105479	CCDC114	23261302	615067	"Ciliary dyskinesia, primary"	23261302
ENSG00000196230	TUBB	23246003	615771	"Cortical dysplasia, complex, with other brain malformations 6"	23246003
ENSG00000107186	MPDZ	23240096	615219	"Hydrocephalus, nonsyndromic, autosomal recessive 2"	23240096
ENSG00000173898	SPTBN2	23236289	615386	"Spinocerebellar ataxia, autosomal recessive 14"	23236289
ENSG00000177084	POLE	23230001	615139	FILS syndrome	23230001
ENSG00000118600	TMEM5	23217329	615041	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 10"	23217329
ENSG00000198026	ZNF335	23178126	615095	"Microcephaly 10, primary, autosomal recessive"	23178126
ENSG00000196663	TECPR2	23176824	615031	"Spastic paraplegia 49, autosomal recessive"	23176824
ENSG00000155016	CYP2U1	23176821	615030	"Spastic paraplegia 56, autosomal recessive"	23176821
ENSG00000110723	EXPH5	23176819	615028	"Epidermolysis bullosa, nonspecific, autosomal recessive"	23176819
